,Excitatory L6,Excitatory L5,Inhibitory Sst,Inhibitory Vip,Excitatory L4,Inhibitory Pvalb,Inhibitory Other,Excitatory L2/3,Astro,Other,Endo,Olig,Smc,Neuron Other,Micro
147,0.043425456,0.026965188,0.083533905,0.090842485,0.06195631,0.05426224,0.06361927,0.24314582,0.11011052,0.004807077,0.08328932,0.0002744281,0.0867673,0.042658135,0.004342605
148,0.0068387603,0.015562182,0.05994239,0.079592325,0.0009285263,0.02519005,0.04500746,0.3731462,0.04123011,0.030234225,0.14926808,0.030018402,0.12925346,0.0020482736,0.011739465
149,0.1875213,0.005804199,0.06931076,0.038891047,0.0034401144,0.017907763,0.009579771,0.01281077,0.11635899,0.23776092,0.18198201,0.019295745,0.013923412,0.0064214137,0.07899172
150,0.03356051,0.028998174,0.048850566,0.06518659,0.031246373,0.072833866,0.06175738,0.026159953,0.12426279,0.27545252,0.053709485,0.073927745,0.0011245428,0.052301697,0.050627705
151,0.045351885,0.1214228,0.05675317,0.045318015,0.0011426358,0.06484321,0.030549701,0.0016556035,0.09400308,0.16524556,0.017552767,0.22178276,0.029203735,0.00026021662,0.104914844
152,0.03159881,0.0716095,0.07148916,0.034757737,0.021693656,0.061266497,0.0360711,0.028895902,0.070514806,0.113310255,0.016360944,0.2717663,0.07634884,0.0101782745,0.084138185
153,0.026979141,0.04897429,0.036625195,0.057806544,0.005347643,0.07083691,0.03706027,0.041106716,0.00907193,0.061796863,0.05645247,0.3766109,0.07008578,0.081786744,0.019458573
154,0.11039336,0.048265576,0.06286442,0.061021127,0.04780265,0.033629306,0.03772643,0.025693636,0.05509126,0.03735656,0.06878726,0.12453751,0.053219013,0.18548034,0.048131533
155,0.119403094,0.0432579,0.09441531,0.082166195,0.064565964,0.08089764,0.11683002,0.038840864,0.046891082,0.080255136,0.021935664,0.010229382,0.069330625,0.13074674,0.00023431658
156,0.17984448,0.15547486,0.08472545,0.033394277,0.00018519444,0.043277375,0.082473874,5.5628276e-05,0.038288645,0.09740572,0.034362677,0.025766939,0.08975384,0.0004270916,0.13456385
157,0.065093555,0.12967601,0.119996816,0.04931077,0.06612042,0.21687664,0.09238447,0.00071257347,0.0956985,0.048159372,0.019393183,0.021668566,0.07449407,1.604119e-05,0.0003988685
158,0.03292194,0.22956139,0.016731,0.08331246,0.006520209,0.06453953,0.101558246,0.00028058604,0.17484789,0.07500915,0.04935923,0.00036720806,0.015068549,0.14958617,0.00033651156
159,0.039845183,0.11544537,0.12783848,0.074018724,0.0635187,0.08020568,0.11434934,0.0057870126,0.08512485,0.033803657,0.048928473,0.0011646409,0.11471031,0.028132392,0.067127176
160,0.08028551,0.13153788,0.08950902,0.06025047,0.08581736,0.086293794,0.075687476,0.0066355444,0.06991405,0.0006403105,0.13043413,0.018463748,0.033004247,0.010609738,0.120916724
161,0.07911256,0.046132095,0.06555174,0.07360247,0.1839207,0.07469525,0.029211637,0.00091084954,0.092934445,0.040247124,0.095282115,0.014187603,0.07770321,0.00058733573,0.12592092
162,0.047594685,0.04789417,0.063072324,0.05128372,0.18594511,0.069483586,0.083376825,0.08737971,0.061846476,0.07274882,0.032976203,0.03866742,0.051839422,0.017899465,0.08799214
163,0.08071161,0.006936749,0.04495416,0.062361624,0.15202247,0.10233642,0.046736147,0.114751495,0.08953867,0.019701134,0.05244512,0.00024949465,0.06261424,0.14149573,0.023144936
164,0.059190754,0.061391987,0.07286814,0.0741317,0.07632635,0.051380347,0.042161882,0.18318258,0.095951326,0.00467628,0.006849873,0.026189279,0.039254438,0.1400318,0.066413336
165,0.050509248,0.038197637,0.07191793,0.060112525,0.040452152,0.050054673,0.0391165,0.09681746,0.044018384,0.07135677,0.0759305,0.011723214,0.098969474,0.1900399,0.060783558
166,0.042954262,0.057030387,0.03632501,0.081523284,0.06398199,0.10923256,0.03579045,0.20197311,0.045736566,0.028520765,0.11524359,0.039585713,0.095124885,0.0012627867,0.045714695
167,0.04671683,0.052641332,0.063289866,0.0693264,0.00038022158,0.056099568,0.057162806,0.24233481,0.055129007,0.08303532,0.06906886,0.0055099465,0.06349354,0.0001598709,0.13565162
168,0.011768254,0.014481047,0.037649732,0.09025646,0.07871,0.03821731,0.07836897,0.014430254,0.048388258,0.036610577,0.16387776,0.02287655,0.0008742882,0.14179343,0.22169708
169,0.03919418,0.03760971,0.04401224,0.06665421,0.016385386,0.07282849,0.06355907,0.00025794457,0.06399748,0.40140137,0.014830055,0.048109457,0.00020741698,1.6896507e-05,0.13093613
170,0.034323845,0.066493474,0.05033199,0.062292714,0.025934558,0.06888181,0.0992492,0.005960114,0.103473864,0.13979767,0.0018218278,0.1630241,0.022335844,0.0005825659,0.15549652
171,0.07649108,0.047102895,0.060619965,0.105191424,0.0027177269,0.04584271,0.03036846,0.0042285128,0.06281402,0.025287103,0.012392236,0.41366285,0.07660879,0.0005547825,0.03611734
172,0.036784906,0.038638704,0.04597845,0.047854222,0.0005334299,0.052609976,0.027595961,0.00778763,0.0362734,0.10320907,0.03636381,0.25641719,0.0564803,0.23805746,0.015415468
173,0.09880374,0.08387694,0.091799565,0.10445572,0.039743066,0.044553515,0.05831327,0.0096328715,0.07078343,0.12975472,0.03482806,0.08253511,0.14365779,0.000229671,0.0070324787
174,0.11087081,0.09027892,0.057442207,0.058600586,0.08186783,0.04111077,0.08702343,0.00029574457,0.050466947,0.03442503,0.08372695,0.029278327,0.10922004,0.124917366,0.04047503
175,0.10760906,0.04443941,0.0654867,0.084294885,0.02386461,0.055725913,0.064259216,0.039403103,0.09872766,0.20388451,0.015189288,0.00079945126,0.10055477,0.049449358,0.0463121
176,0.05084901,0.0072462494,0.05088873,0.044009704,0.0049271896,0.19918539,0.0065888898,0.004637628,0.031643495,0.03846168,0.020063845,0.0004986954,0.03384117,0.42282096,0.08433739
177,0.075988576,0.19497459,0.11316438,0.032020044,0.0037793696,0.06399156,0.13027012,0.009578378,0.029413061,0.0049535558,0.0013662063,0.00080217316,0.06047775,0.00043430226,0.27878594
178,0.04451628,0.16059706,0.22342856,0.04993047,0.07509157,0.058532063,0.06921996,0.0011529211,0.07706812,0.13734002,0.0008799104,0.030733729,0.056081194,0.0002478154,0.015180444
179,0.091090344,0.072953396,0.15047014,0.049580604,0.08049539,0.03901885,0.10733192,0.00063677324,0.050883975,0.15423518,0.020827519,1.4656432e-05,0.08050501,4.4819975e-05,0.10191146
180,0.07236693,0.07838201,0.094224185,0.06188065,0.20436761,0.07344618,0.012755841,0.0019768113,0.10477035,0.08706769,0.018139085,0.0005651654,0.047228187,0.0005022661,0.14232694
181,0.056298036,0.015080194,0.04809095,0.06803658,0.1738964,0.0874888,0.035128552,0.011078781,0.08406523,0.0023496093,0.04515675,0.0011710214,0.09018179,0.20021273,0.08176456
182,0.08485086,0.055609934,0.05669956,0.06991846,0.0883502,0.020749805,0.06488505,0.15400141,0.044742573,0.0033380503,0.09656902,0.037594005,0.104692966,0.11735311,0.0006449524
183,0.104128085,0.007941538,0.116355844,0.099810846,0.07964636,0.08661288,0.079170346,0.1548971,0.07194973,0.0010697716,0.054076653,0.048774466,0.093477994,0.0008106401,0.0012777947
184,0.026090443,0.029063828,0.16315784,0.020426964,0.07289107,0.061556254,0.25054187,0.09692936,0.07795788,0.1054231,0.004681598,0.0023110753,0.063411064,0.0005563622,0.025001178
185,0.012528235,0.00086286385,0.060930982,0.07370635,0.025559196,0.017720956,0.05415823,0.21369821,0.046521053,0.19471401,0.0022616761,0.00022403683,0.048408955,0.24835362,0.00035163044
186,0.028608924,0.018130694,0.023178222,0.09381774,0.08919888,0.0313146,0.030282192,0.0054315752,0.019078776,0.052768346,0.0027474025,0.0022204837,0.036950815,0.0027528775,0.56351846
187,0.039003897,0.025742896,0.032366347,0.14828077,0.05960946,0.09313975,0.02629436,0.0022288712,0.15321496,0.05871528,0.017504202,0.040132865,0.0011101526,0.0031185756,0.29953766
188,0.049659666,0.0087299505,0.04191584,0.046754427,0.006531752,0.06253544,0.013536423,0.0017553616,0.02515598,0.6776979,0.00020222377,0.0020352884,0.027825762,0.03559266,7.134252e-05
